transaction_id,user_id,country,transaction_date,amount,payment_method
6210005,6210,Mexico,2025-01-09,135.35,PayPal
4807002,4807,Russia,2024-09-02,171.45,Card
911007,911,USA,2024-06-20,751.38,PayPal
7186001,7186,Japan,2025-01-28,10.83,Card
2800008,2800,USA,2025-01-09,480.9,PayPal
9883001,9883,Mexico,2024-07-03,51.48,PayPal
3096009,3096,Korea,2024-03-19,330.59,Card
3048001,3048,France,2024-06-05,515.7,PayPal
451000004,4510,Italy,2024-04-08,777.19,ApplePay
1853004,1853,USA,2022-10-05,621.14,PayPal
422934372,1743,Italy,1970-01-01,605.69,PayPal
960800003,9608,Korea,2025-01-07,460.28,ApplePay
8884003,8884,Brazil,2025-01-08,687.16,Card
475002,475,France,2024-06-07,296.65,Card
2122002,2122,Japan,2022-04-10,81.46,Card
5390003,5390,Brazil,2024-03-01,480.65,PayPal
68300009,683,Mexico,2024-09-02,112.72,ApplePay
4307009,4307,Mexico,2024-08-28,211.8,PayPal
3405006,3405,Mexico,2024-03-03,300.3,Card
221004,221,Brazil,2024-07-19,2.77,Card
9031001,9031,France,2024-10-22,108.24,Card
6850005,6850,France,2024-12-02,424.01,PayPal
9340010,9340,India,2024-09-25,883.42,Card
9532007,9532,Germany,2024-10-28,745.17,PayPal
5037007,5037,Italy,2024-10-28,291.99,Card
5992004,5992,Korea,2025-01-23,206.21,PayPal
298600008,2986,China,2025-01-15,153.59,ApplePay
3701001,3701,USA,2024-01-07,235.63,Card
3796006,3796,China,2024-05-09,336.22,PayPal
6612004,6612,Japan,2024-05-08,915.08,Card
2381004,2381,Korea,2025-01-12,583.8,Card
5922002,5922,USA,2023-06-01,882.07,PayPal
3012006,3012,France,2024-07-15,760.32,PayPal
8593004,8593,Japan,2024-11-29,563.74,PayPal
7655005,7655,Germany,2024-12-02,873.05,PayPal
1083005,1083,France,2024-12-14,796.26,Card
96005,96,Italy,2024-05-05,886.11,Card
2263005,2263,France,2024-12-03,763.92,Card
1317006,1317,Italy,2024-04-03,708.3,PayPal
1083002,1083,France,2023-01-25,370.8,PayPal
452005,452,Germany,2024-07-07,133.23,PayPal
3219002,3219,China,2023-06-12,458.33,Card
3003,3,Brazil,2024-09-13,509.41,Card
5619007,5619,Japan,2024-04-05,49.23,Card
5810005,5810,Mexico,2025-01-25,5.07,Card
7983003,7983,Germany,2024-10-28,210.77,PayPal
9395001,9395,France,2023-11-29,251.76,Card
9276003,9276,Brazil,2024-12-25,327.46,PayPal
663003,663,China,2023-06-12,803.07,Card
9276002,9276,Brazil,2024-07-26,897.61,Card
1452002,1452,Japan,2024-06-25,341.02,Card
1538002,1538,Germany,2024-12-02,997.74,Card
2931001,2931,Germany,2024-07-21,927.41,PayPal
8302004,8302,Germany,2023-05-24,266.79,PayPal
6098001,6098,France,2023-12-13,254.4,PayPal
9276007,9276,Brazil,2024-06-09,611.79,PayPal
7933006,7933,India,2025-02-14,100.06,PayPal
6966002,6966,Germany,2023-07-20,675.61,PayPal
746003,746,India,2024-07-22,77.7,PayPal
7710002,7710,Korea,2025-02-21,387.18,Card
596300007,5963,Germany,2024-07-15,168.28,ApplePay
3096002,3096,Korea,2024-09-14,788.21,Card
8827006,8827,Germany,2024-11-17,939.05,PayPal
7068008,7068,Mexico,2024-10-07,94.28,Card
9608002,9608,Korea,2025-02-23,491.89,PayPal
6613003,6613,France,2024-02-09,646.71,Card
4689006,4689,Germany,2024-10-25,215.95,Card
361900003,3619,Korea,2024-09-02,548.89,ApplePay
4209009,4209,India,2024-07-15,168.98,PayPal
6862006,6862,Brazil,2023-05-24,572.22,PayPal
2491008,2491,USA,2025-02-18,796.8,Card
1787003,1787,China,2025-02-20,921.65,PayPal
6984003,6984,Russia,2022-11-02,593.25,PayPal
3210002,3210,India,2024-07-12,644.24,PayPal
7655003,7655,Germany,2025-02-13,772.43,PayPal
1809001,1809,China,2025-02-28,157.86,Card
8450001,8450,Germany,2024-08-06,721.75,Card
9706008,9706,Mexico,2024-03-31,245.75,PayPal
619800007,6198,Mexico,2024-06-12,19.27,ApplePay
1762004,1762,Brazil,2024-12-11,135.93,PayPal
3810001,3810,China,2024-03-09,808.43,PayPal
3251004,3251,Germany,2025-02-07,490.05,PayPal
1458004,1458,USA,2025-01-24,487.47,PayPal
648002,648,China,2024-04-23,383.19,PayPal
6689004,6689,India,2024-07-07,716.92,PayPal
3246008,3246,Italy,2024-07-07,553.22,PayPal
423800008,4238,Italy,2024-11-25,948.88,ApplePay
9048003,9048,China,2025-02-26,381.57,PayPal
4720002,4720,Germany,2024-06-29,534.9,PayPal
1367002,1367,Korea,2023-11-10,393.0,Card
4934001,4934,China,2024-10-11,384.18,Card
363004,363,India,2024-12-07,362.55,Card
1702006,1702,China,2024-09-20,370.89,PayPal
7320003,7320,China,2024-07-02,344.27,PayPal
7078003,7078,France,2024-05-18,680.33,Card
707800006,7078,France,2024-08-03,45.51,ApplePay
7019001,7019,Korea,2025-01-30,187.33,PayPal
985001,985,Mexico,2024-12-16,149.65,PayPal
6717001,6717,China,2024-06-28,37.53,Card
5473005,5473,Mexico,2024-12-29,217.13,Card
38200004,382,Italy,2024-12-13,79.13,ApplePay
9138004,9138,Italy,2024-10-24,349.38,Card
9127005,9127,Germany,2023-02-10,616.37,PayPal
2319001,2319,Korea,2024-06-23,341.74,Card
241002,241,France,2022-11-07,630.79,Card
9883005,9883,Mexico,2023-06-14,259.78,Card
666500007,6665,Korea,2024-09-15,814.34,ApplePay
1342001,1342,Korea,2024-07-31,906.68,Card
7761006,7761,Korea,2023-07-13,708.34,Card
6522004,6522,Brazil,2025-02-26,51.43,PayPal
6293001,6293,Mexico,2024-07-03,151.33,PayPal
5930004,5930,USA,2023-11-21,626.89,PayPal
7738001,7738,Japan,2022-12-18,372.3,Card
349400004,3494,India,2024-12-07,331.82,ApplePay
9354001,9354,Mexico,2024-12-18,201.98,PayPal
744002,744,Italy,2023-06-28,128.85,Card
3556006,3556,Japan,2022-12-31,77.27,Card
1702001,1702,China,2023-11-17,32.33,Card
7185001,7185,India,2023-07-07,546.36,PayPal
8476003,8476,Italy,2024-05-05,625.91,Card
3163001,3163,USA,2025-02-07,524.69,PayPal
6481002,6481,USA,2023-10-01,285.2,Card
6019003,6019,Japan,2024-12-01,849.94,PayPal
317009,317,Germany,2025-01-07,559.72,PayPal
769002,769,Mexico,2022-03-30,694.75,PayPal
1538006,1538,Germany,2025-02-09,829.45,Card
8397007,8397,Mexico,2024-05-10,117.76,PayPal
3732007,3732,Korea,2024-01-15,7.2,Card
382002,382,Italy,2024-03-19,560.94,PayPal
7141005,7141,Italy,2024-11-28,335.18,PayPal
4832002,4832,France,2024-09-26,865.34,Card
3259006,3259,Korea,2023-02-16,559.4,PayPal
6801005,6801,Mexico,2024-08-22,295.42,Card
6803004,6803,Mexico,2022-11-06,651.87,PayPal
7528003,7528,USA,2023-11-02,915.02,Card
3350006,3350,Brazil,2024-11-03,786.15,Card
946200006,9462,Italy,2024-05-14,328.61,ApplePay
9681003,9681,Japan,2024-06-07,11.6,PayPal
5206001,5206,Japan,2024-08-06,31.32,PayPal
8050004,8050,USA,2024-12-25,31.7,Card
5031002,5031,USA,2024-06-29,278.46,PayPal
1467001,1467,USA,2023-10-17,552.88,PayPal
9492004,9492,China,2024-11-16,257.35,Card
6826004,6826,USA,2024-12-26,41.94,PayPal
6953002,6953,Germany,2023-04-08,640.99,PayPal
1190002,1190,Germany,2024-11-24,333.19,Card
9783003,9783,USA,2024-10-22,672.93,Card
6579010,6579,France,2024-09-03,344.23,PayPal
8736002,8736,Italy,2023-06-10,416.61,Card
9229004,9229,Brazil,2024-11-21,207.9,PayPal
2575005,2575,Italy,2024-12-14,884.19,PayPal
9551002,9551,China,2024-06-06,328.94,PayPal
5099004,5099,USA,2024-04-19,310.02,Card
8262001,8262,Mexico,2024-03-30,510.71,PayPal
9937005,9937,USA,2025-01-09,925.11,Card
8092003,8092,Mexico,2023-10-11,626.24,Card
1467005,1467,USA,2024-06-24,483.3,PayPal
9532003,9532,Germany,2022-11-14,720.28,PayPal
9048007,9048,China,2024-11-15,723.87,PayPal
1488002,1488,India,2024-03-19,574.04,PayPal
8185002,8185,USA,2023-02-07,371.72,Card
6758001,6758,Korea,2023-05-13,800.09,PayPal
787001,787,Korea,2023-12-25,184.59,PayPal
2154001,2154,Mexico,2023-02-25,555.77,Card
6962002,6962,USA,2024-11-08,292.49,Card
1609004,1609,China,2023-11-30,468.88,PayPal
840003,840,Brazil,2024-09-15,184.38,Card
155002,155,Mexico,2023-11-09,563.51,PayPal
4433003,4433,China,2025-02-15,637.86,Card
860700004,8607,Italy,2024-06-17,236.67,ApplePay
8998008,8998,Italy,2023-06-30,987.62,Card
5300005,5300,Mexico,2024-12-03,31048.403726301658,Card
3001,3,Brazil,2025-01-26,39.83,Card
394004,394,Korea,2024-10-10,910.92,Card
8187005,8187,India,2025-03-06,321.29,Card
6551008,6551,China,2024-01-03,95.13,PayPal
6190001,6190,Japan,2024-07-14,258.93,PayPal
997500001,9975,Germany,2024-11-07,49.38,ApplePay
3836006,3836,Italy,2024-12-08,120.96,PayPal
860003,860,Korea,2024-08-20,720.71,PayPal
6045002,6045,China,2024-12-15,23.89,Card
6361002,6361,Mexico,2025-01-03,15.02,Card
878300002,8783,China,2024-04-21,342.67,ApplePay
3454008,3454,France,2025-01-24,762.1,PayPal
6858001,6858,Mexico,2025-02-28,44.55,PayPal
8485004,8485,France,2025-02-16,476.35,Card
3408001,3408,Brazil,2025-01-19,560.16,Card
3534003,3534,Italy,2024-10-23,178.08,PayPal
1294003,1294,Brazil,2024-07-11,230.37,PayPal
64800010,648,China,2024-03-11,254.71,ApplePay
1458010,1458,USA,2024-11-30,909.1,Card
2036003,2036,India,2024-12-15,442.83,PayPal
6610003,6610,USA,2024-07-26,61.86,Card
9463002,9463,USA,2024-03-07,295.47,Card
9650002,9650,Italy,2024-08-10,46.07,PayPal
8398001,8398,Mexico,2022-04-11,694.0,PayPal
9354006,9354,Mexico,2023-10-09,149.79,Card
940500006,9405,Germany,2024-10-19,553.84,ApplePay
3701005,3701,USA,2025-02-17,951.34,PayPal
3796009,3796,China,2024-06-12,956.63,PayPal
572001,572,Japan,2024-01-24,130.07,PayPal
1690003,1690,Italy,2024-07-18,924.3,PayPal
2964006,2964,China,2024-08-23,460.34,Card
1838002,1838,Brazil,2025-03-04,834.45,Card
6098002,6098,France,2024-10-20,964.16,Card
4316003,4316,Brazil,2023-11-22,972.36,PayPal
6653005,6653,China,2025-02-27,440.83,Card
8844005,8844,France,2024-12-21,627.84,Card
5031005,5031,USA,2023-12-25,271.51,Card
894003,894,Russia,2025-02-13,725.97,PayPal
5724004,5724,Mexico,2024-12-30,127.02,PayPal
8741002,8741,China,2024-10-23,994.41,PayPal
8710007,8710,Korea,2023-08-22,81.18,PayPal
544001,544,Japan,2025-02-17,29.22,Card
3830006,3830,Germany,2024-08-13,862.16,Card
6722008,6722,Italy,2024-04-03,244.85,PayPal
7390010,7390,France,2024-11-14,806.85,PayPal
895712738,2992,USA,1970-01-01,678.34,Card
363003,363,India,2023-10-29,300.35,Card
7654006,7654,USA,2023-03-31,495.14,PayPal
6902002,6902,Germany,2024-01-09,561.59,PayPal
529002,529,Italy,2024-08-07,206.88,Card
7888002,7888,Brazil,2024-06-23,195.85,PayPal
4436003,4436,Germany,2024-10-25,782.02,PayPal
2424001,2424,USA,2024-12-04,230.8,PayPal
7320007,7320,China,2024-09-16,576.94,PayPal
6196005,6196,Japan,2023-12-03,985.47,Card
8846003,8846,India,2025-02-24,276.32,PayPal
904800001,9048,China,2024-12-24,850.48,ApplePay
529006,529,Italy,2023-10-03,263.27,Card
3878005,3878,India,2024-11-10,515.42,PayPal
6772002,6772,Brazil,2023-11-13,806.45,PayPal
4322003,4322,France,2023-09-19,237.7,PayPal
553700007,5537,Mexico,2024-06-20,442.18,ApplePay
541100005,5411,France,2024-03-08,589.93,ApplePay
5460003,5460,France,2023-04-28,18.92,PayPal
2530005,2530,Germany,2024-10-14,390.37,PayPal
691200007,6912,China,2025-01-24,167.23,ApplePay
9706005,9706,Mexico,2025-01-07,59.05,PayPal
2575002,2575,Italy,2024-11-21,156.51,Card
1319007,1319,Mexico,2024-10-13,304.72,PayPal
8150002,8150,Italy,2022-11-20,627.84,Card
2022007,2022,Brazil,2025-03-03,182.16,PayPal
1289007,1289,China,2024-02-08,156.11,Card
9276006,9276,Brazil,2023-12-30,830.73,PayPal
655100003,6551,China,2024-07-18,386.87,ApplePay
5262003,5262,China,2024-08-22,380.17,PayPal
2424002,2424,USA,2025-01-11,702.49,PayPal
49800008,498,Germany,2024-05-01,415.16,ApplePay
1354002,1354,France,2024-11-12,321.28,Card
9098002,9098,Mexico,2023-07-19,379.35,PayPal
5152002,5152,China,2024-02-12,404.32,Card
4752001,4752,Korea,2023-05-31,774.27,Card
9520005,9520,France,2024-08-21,622.16,Card
2657007,2657,India,2022-12-12,958.29,Card
9833007,9833,Brazil,2022-05-18,174.79,Card
852200002,8522,Italy,2024-12-24,890.29,ApplePay
9885004,9885,USA,2025-01-05,800.17,Card
3690001,3690,India,2024-10-20,784.39,PayPal
1241003,1241,Mexico,2023-10-29,462.26,Card
5387008,5387,Korea,2025-01-11,866.32,PayPal
296400004,2964,China,2024-03-11,423.35,ApplePay
8827008,8827,Germany,2023-12-13,136.72,Card
2748005,2748,USA,2024-10-15,226.59,PayPal
8522001,8522,Italy,2023-04-18,223.41,Card
995002,995,India,2024-08-09,98.33,Card
4225002,4225,Italy,2024-07-29,575.89,PayPal
9772002,9772,Russia,2023-08-16,654.67,Card
1717009,1717,Korea,2024-04-26,809.22,Card
840006,840,Brazil,2024-11-19,81.8,PayPal
5885001,5885,India,2022-08-02,386.94,Card
9380004,9380,India,2023-05-26,732.4,PayPal
4760005,4760,France,2024-11-29,422.04,PayPal
8190005,8190,Germany,2024-10-22,931.9,Card
1576002,1576,Italy,2024-11-02,331.99,PayPal
2003008,2003,Germany,2025-02-12,372.56,PayPal
3967002,3967,France,2025-02-10,725.92,Card
1307004,1307,Mexico,2025-01-05,132.35,Card
8887002,8887,India,2024-07-30,576.91,Card
5810007,5810,Mexico,2025-02-04,87.77,PayPal
7092007,7092,France,2023-12-09,743.47,Card
4689007,4689,Germany,2022-08-20,355.5,Card
2262004,2262,Mexico,2024-07-09,169.53,PayPal
7874004,7874,Korea,2024-12-20,752.89,Card
2844006,2844,Korea,2024-07-26,687.72,PayPal
7100005,7100,Italy,2023-05-11,62.38,PayPal
6722004,6722,Italy,2024-08-14,59.89,PayPal
373002,373,Brazil,2024-03-21,556.34,PayPal
7676006,7676,Italy,2024-06-13,987.08,Card
742700002,7427,India,2024-08-30,873.9,ApplePay
7097001,7097,Germany,2022-10-01,617.64,Card
1814003,1814,Italy,2023-08-23,174.47,PayPal
9706002,9706,Mexico,2023-08-18,212.25,PayPal
8153001,8153,Korea,2024-04-17,560.05,Card
2410001,2410,China,2024-06-23,440.3,Card
4356010,4356,Korea,2022-06-08,778.52,PayPal
4911004,4911,France,2023-08-04,34.34,PayPal
5886001,5886,Mexico,2024-11-12,210.35,PayPal
3494006,3494,India,2023-04-26,643.03,Card
551001,551,France,2024-02-20,427.08,PayPal
3946006,3946,Russia,2024-08-24,152.0,Card
6210001,6210,Mexico,2024-10-31,43.71,Card
9620006,9620,Japan,2023-08-25,734.96,Card
3298005,3298,USA,2024-09-15,963.1,Card
255853331,6912,China,1970-01-01,55.69,Card
1397007,1397,Italy,2023-11-30,88.75,PayPal
317003,317,Germany,2024-05-31,337.79,PayPal
2203007,2203,Mexico,2025-01-21,135.0,PayPal
3112001,3112,China,2024-12-08,561.86,Card
1453002,1453,India,2024-02-04,377.4,Card
4307002,4307,Mexico,2024-06-02,260.09,PayPal
723738857,4678,Japan,1970-01-01,361.09,Card
7104007,7104,India,2024-07-02,566.08,Card
7542003,7542,Mexico,2025-03-01,0.0,Card
3830001,3830,Germany,2024-09-06,932.21,Card
5927004,5927,Mexico,2024-07-16,105.94,Card
3318004,3318,Korea,2025-02-25,236.32,Card
2810002,2810,France,2022-11-07,842.76,PayPal
3946003,3946,Russia,2023-08-16,172.02,PayPal
9601007,9601,India,2023-04-20,599.56,Card
9435003,9435,USA,2024-04-11,318.9,PayPal
3504005,3504,France,2023-09-29,896.57,Card
7667002,7667,India,2024-09-22,398.06,PayPal
1743002,1743,Italy,2024-05-17,863.84,PayPal
8273005,8273,Japan,2024-09-02,944.61,PayPal
6878001,6878,China,2024-10-23,487.69,PayPal
477400006,4774,Japan,2024-03-21,525.97,ApplePay
2658001,2658,Korea,2023-11-19,858.35,PayPal
466007,466,France,2023-09-08,262.6,PayPal
9383001,9383,Korea,2024-11-02,737.56,PayPal
3219005,3219,China,2022-10-08,719.34,PayPal
8998001,8998,Italy,2024-06-11,969.99,Card
4760006,4760,France,2023-12-08,918.19,Card
7173002,7173,France,2024-09-11,935.59,Card
241004,241,France,2022-09-10,15.57,Card
2487004,2487,India,2025-01-07,323.51,PayPal
5464007,5464,Japan,2023-11-04,93.23,Card
2036003,2036,India,2024-12-15,442.83,PayPal
3585006,3585,Brazil,2022-06-09,366.52,Card
6343005,6343,China,2023-10-01,483.6,Card
1051004,1051,Mexico,2025-01-08,105.36,PayPal
8450005,8450,Germany,2025-01-11,212.34,Card
